Height,Weight
167.24213986133825,71.17062143970847
164.47891928511893,67.28372587461732
171.20747363097138,75.16461357902749
177.4821561718723,72.9683453840488
186.08690968022054,86.3552015625124
167.29767607990843,73.15050538598979
178.1234132997682,71.37852676214166
174.99740144865171,77.00579307820072
174.743472978718,77.67148791145264
164.36076068473528,76.20802037492948
160.026785312241,71.28523567473741
158.99956887379304,80.89343827740592
162.43562790600876,70.50251330000896
173.21686575866227,77.6355968484865
177.60949393128328,79.40971919776412
173.23468847856896,76.5424678933209
164.5104490380426,74.74182999218388
188.05970109932474,87.33302198068449
185.1886562363154,90.03538882402411
166.45999887249826,67.06071885565191
161.76568594014333,70.2428443040339
171.3021495415797,74.84711016694965
182.67298645054353,86.89209538955312
173.32764977254118,76.21412709227683
175.56548704910045,69.52859120669862
167.87919877724374,75.98429176909258
174.56270895202232,78.38477287070535
185.4454445145614,84.3492078604092
167.6033121852229,70.2206760784529
171.43307732507873,85.74005820170794
172.53816476549628,76.0228752255466
172.83725355771037,76.83527980850134
155.88111123928772,65.64645720863368
151.23131344126105,63.39908102919385
159.8034492907816,65.7978673821078
171.67942295401667,75.28918607040171
175.53856166003212,74.20444355323129
164.69325440226376,84.39430118714479
183.77257482867307,73.25519677096881
168.56824025673814,70.2140553746232
170.20315998234625,74.58434984977075
168.06036129447338,78.99461897300465
171.34026792746664,75.03433616045969
177.04474074043603,83.0499502982111
176.65653437912331,74.56142102415387
161.0157705939041,72.75355243673039
185.23663776478529,92.07669242920755
159.04973542573083,66.73365896308148
170.7922701409061,78.95435994288472
167.25603426477647,76.29985301556572
159.51008322681514,60.52186252212747
169.2487941202617,73.21710462176436
162.591862267076,78.82209754671416
170.72907243276052,77.50347095716573
174.03085961219367,72.25254201100682
184.71929368973272,86.57756852495794
173.07384218627413,75.4876142572516
163.88774659695176,75.54973960903247
166.083801892804,76.62231142394995
171.39978106114563,71.53642347178767
170.9346082946215,80.86971390625118
184.59589268228422,78.03060770085202
183.95352929756956,76.25015885219811
166.41064073757738,70.47064339329964
164.513578718138,72.30066025384613
144.42945395932142,65.54027006390096
164.5107958667778,70.16693947818783
160.21942293915717,75.82283688459631
166.4517554190518,76.16061085879127
173.91584242350112,74.78813801504799
171.77192329198988,81.74233006936973
169.70031992952457,82.17048575651847
171.99582111088515,76.90469601585075
168.7388222676901,74.8575547956411
171.97018932543477,68.51772843016388
137.68944992080688,59.92268950240575
167.30706510249246,73.83064573329479
168.89149278946994,77.22806879155992
166.58738283793414,74.122190118918
167.82053737897058,76.73937651123924
